Offset,MAE
0,133.34173600260416
1,132.18619769965278
2,130.95681456163194
3,130.2939320746528
4,130.2065197482639
5,130.3379765625
6,130.44715321180556
7,131.12144249131944
8,132.29137879774305
9,133.4528203125
10,134.49467567274306
11,136.4029499782986
12,138.61420963541667
13,140.5166340060764
14,142.1745222439236
15,143.3254363064236
16,144.1461157769097
17,145.05402582465277
18,146.0647536892361
19,147.09377690972224
