Offset,MAE
0,83.84114804714628
1,82.8333303507487
2,82.13112810045031
3,81.32095737250434
4,80.67537469428169
5,79.9929003724501
6,79.44846838623047
7,79.04181643405491
8,78.45651439398873
9,78.07192321248372
10,77.67328640611436
11,77.24784840006511
12,76.82169722154406
13,76.40068186075847
14,76.05325680284288
15,75.77051915364582
16,75.55639168674045
17,75.57875365261502
18,75.73469895860461
19,75.86670879611545
