Offset,MAE
0,101.6475066189236
1,97.3203445095486
2,92.81252018229166
3,88.40794390190972
4,83.90519270833333
5,79.5122429470486
6,75.98897493489584
7,73.2570396050347
8,71.59361241319444
9,70.61334461805555
10,69.89228732638888
11,69.5585974392361
12,69.74643370225694
13,70.41717209201389
14,71.27075444878471
15,72.44303819444444
16,73.69004622395833
17,75.52617296006945
18,77.83766134982638
19,80.18584342447917
