Offset,MAE
0,85.26185735575359
1,80.66538292439778
2,76.7683513929579
3,73.83568136088054
4,71.46190009053548
5,69.73341700744629
6,68.76191705152723
7,68.19608516099717
8,67.78074678548177
9,68.25394769626193
10,69.7988253004286
11,71.6378033074273
12,73.45140660603842
13,75.04959323798285
14,76.64998022800022
15,78.84536038886176
16,81.39756364949545
17,83.94017098999022
18,86.38636185370551
19,88.4160198296441
