Offset,MAE
0,73.51713618055555
1,72.1244109375
2,70.95369866319444
3,69.6348809201389
4,68.60014115451389
5,67.92663776041667
6,67.042839921875
7,66.83456704861112
8,66.57334530381944
9,66.42180263888889
10,66.26329916666667
11,66.30437379340277
12,66.53269553819443
13,66.51096805555557
14,66.73053932291667
15,66.92852422743056
16,67.6747835329861
17,67.96715632812501
18,68.62376260416666
19,69.1533743142361
