Offset,MAE
0,237.52604730902777
1,237.73974772135418
2,237.94753331163193
3,238.15541851128472
4,238.59819986979167
5,238.99862282986112
6,239.35035937499998
7,239.64759244791665
8,239.82277528211804
9,239.6773145616319
10,239.08937619357636
11,238.40957313368054
12,237.93635427517358
13,237.71460177951388
14,237.3640703125
15,236.8842839626736
16,236.26456629774304
17,235.91525282118056
18,235.64727137586806
19,235.52256532118054
