Offset,MAE
0,80.82204144965279
1,76.82229839409723
2,73.03611197916668
3,69.51632443576389
4,65.84867925347223
5,62.682578559027775
6,59.94563324652777
7,58.193884982638885
8,57.60860438368055
9,58.87805056423611
10,61.46732530381944
11,64.0783263888889
12,67.0342966579861
13,70.57723307291667
14,74.5704963107639
15,78.65490863715279
16,82.63063606770832
17,86.02418381076389
18,89.06077734375
19,91.83701432291667
