Offset,MAE
0,110.07911132812498
1,109.12697309027779
2,108.36269835069443
3,107.6202243923611
4,106.73464474826389
5,105.31726063368056
6,104.10258029513889
7,104.3282907986111
8,105.65874739583333
9,107.7839509548611
10,109.41895572916665
11,110.53785872395834
12,111.47145160590279
13,112.40052235243056
14,113.3687890625
15,114.30831315104166
16,115.46614778645835
17,116.90164453125
18,118.77039409722221
19,120.63464561631945
