Offset,MAE
0,77.29270899115667
1,74.06822016059027
2,70.65486849636501
3,67.2211627638075
4,63.72860711669922
5,60.19604780748155
6,56.886864217122394
7,54.24449624972874
8,52.32877166408963
9,51.00678623114692
10,50.916290808783636
11,52.07315365600586
12,53.56917929755317
13,55.28139274427626
14,56.97876138644748
15,58.83133821614583
16,60.66801131863064
17,63.095383972167966
18,65.54600787353515
19,67.97773123508028
