Offset,MAE
0,100.72159701538085
1,98.24247589450414
2,95.72471139526367
3,93.1517131178114
4,90.7827612745497
5,88.81500714450412
6,87.09622397867838
7,85.6971986456977
8,84.8174134080675
9,83.97288927544487
10,83.5076416490343
11,82.90216106160483
12,82.2659114549425
13,81.60932755533855
14,81.08736846584745
15,80.60757561577691
16,80.38985199652777
17,80.6152623731825
18,81.2196360812717
19,81.89313730536567
