Offset,MAE
0,243.3154346777683
1,243.22658023983428
2,243.13030626658124
3,243.0409396504381
4,242.94580849266902
5,242.85381798787438
6,242.764118272366
7,242.6736789167277
8,242.58862519307456
9,242.50492520799426
10,242.43215942532012
11,242.37178160074873
12,242.32387011359322
13,242.2794341123454
14,242.24419254876034
15,242.21132187038847
16,242.18412881788467
17,242.15923298455135
18,242.14449350294328
19,242.12965784857857
