Offset,MAE
0,187.96756103732636
1,187.29672704427082
2,186.66604303819443
3,186.03227310329862
4,185.4393889887153
5,184.78722915798613
6,184.14605585503472
7,183.41184178819447
8,182.71684775607642
9,182.0545323611111
10,181.3490249479167
11,180.67983278211807
12,180.03000248697916
13,179.4199205295139
14,178.85189648003472
15,178.36120904947916
16,178.11601592881945
17,178.0266523046875
18,178.04187532118056
19,177.9125527560764
