Offset,MAE
0,279.4936166449653
1,279.03687076822916
2,278.5481462673611
3,278.0578983289931
4,277.543652452257
5,277.02440169270835
6,276.5480258246528
7,276.0351124131945
8,275.5254878472222
9,275.03811263020833
10,274.5525359157986
11,274.00333344184025
12,273.43062619357636
13,272.82638411458333
14,272.26034299045136
15,271.80637923177085
16,271.51843760850693
17,271.30385536024306
18,271.12894976128473
19,270.9704900173611
