Offset,MAE
0,294.1579995659722
1,294.1560298936632
2,294.1674881727431
3,294.19105750868056
4,294.21552804904513
5,294.2400375976562
6,294.2598995225694
7,294.2718746202257
8,294.27657134331594
9,294.2953633897569
10,294.3185716688368
11,294.3391925998264
12,294.3477071397569
13,294.3582434353298
14,294.36372927517357
15,294.37105154079865
16,294.3886304796007
17,294.41289290364585
18,294.4428939887153
19,294.46663069661463
