Offset,MAE
0,335.8693854253472
1,337.2253641579862
2,338.60745345920145
3,339.9740799782987
4,341.3496409592014
5,342.7150467751735
6,344.0778598177084
7,345.4420525260417
8,346.78312782986114
9,348.10635536892363
10,349.390040264757
11,350.6136633116319
12,351.7433594921875
13,352.847352547743
14,353.8482330815972
15,354.78231782552086
16,355.5109148307291
17,356.05603473090275
18,356.2848992057291
19,356.45024697048615
