Offset,MAE
0,113.81294748263889
1,111.66933083767361
2,109.75649262152777
3,108.46845811631944
4,107.51094173177083
5,106.80327463107639
6,106.36218250868056
7,105.75153732638887
8,104.99905881076388
9,104.16869346788194
10,103.65181098090278
11,103.82128309461805
12,104.02065798611112
13,103.96727745225695
14,104.24532400173611
15,104.78341460503474
16,105.38868207465276
17,106.24719618055556
18,107.44146158854167
19,108.57420876736111
