Offset,MAE
0,86.93806130642362
1,85.29728157552083
2,84.03519932725695
3,82.98922797309028
4,81.78994813368054
5,80.63904817708332
6,79.62324066840277
7,79.01033561197916
8,78.25790093315972
9,77.49919401041666
10,76.74746419270834
11,76.6270779079861
12,77.0320082465278
13,77.72397601996529
14,78.80137923177082
15,80.05240570746528
16,81.62390538194445
17,83.35393424479166
18,84.79867979600695
19,86.08661848958333
