Offset,MAE
0,44.69905348361545
1,43.59974759399414
2,42.48997247300889
3,41.71009550726997
4,41.14985472968207
5,40.848931210123695
6,40.57619233723959
7,40.60050257907443
8,40.80051742974175
9,41.50064731526693
10,42.40417431342231
11,43.41112274129232
12,43.943943685980905
13,44.88273860026042
14,46.251768280707466
15,47.27727178629557
16,48.260811051432285
17,49.190660185139976
18,50.14286049899631
19,50.98540329006619
