Offset,MAE
0,479.3645607096354
1,479.3755348307291
2,479.3867655707465
3,479.3986539984809
4,479.4120619303385
5,479.42717728678383
6,479.44290333387585
7,479.4596222195095
8,479.47624148220484
9,479.4927841118706
10,479.50916479492184
11,479.52574953884545
12,479.54269201660156
13,479.55873646375863
14,479.5724321424696
15,479.5838227945963
16,479.592190782335
17,479.5991891411675
18,479.60553076171874
19,479.6115495741102
