Offset,MAE
0,221.05460221333823
1,221.05793252034508
2,221.0610530190023
3,221.06497892740887
4,221.06988649305558
5,221.07578071743438
6,221.0826471894667
7,221.09132727878148
8,221.1000730656603
9,221.10825387891984
10,221.1154448121474
11,221.12144576327856
12,221.12729793273928
13,221.13240061591256
14,221.13628598680287
15,221.13983040005155
16,221.1426854127333
17,221.1453102974447
18,221.1476012181261
19,221.14983070522734
